,pagerank,eigenvector,bidirectional_links,reputaion
964327405,3.34E-08,4.66E-05,0.317460317,0.398089172
965320657,,,0.985074627,0.766550523
966378990,1.11E-05,0,0.458726415,0.349693252
969199590,1.51E-05,0,0.603321033,0.533161068
970094882,6.64E-05,0,0.429848693,0.397347334
970920062,2.46E-05,0,0.691919192,0.717344754
971629717,8.03E-06,0,0.95323741,0.541254125
973118684,1.58E-05,0,0.840611354,0.584392015
973526449,2.64E-06,0,0.361111111,0.597765363
973556936,5.15E-06,0,0.063694268,0.183708839
977387497,5.30E-08,0.000344781,0.780487805,0.593484419
978061147,1.29E-05,0,0.161585366,0.447346251
979778874,5.91E-08,0.000260558,0.989821883,0.763253012
980194370,8.54E-06,0,0.616935484,0.413017751
980981264,1.58E-05,0,0.283566058,0.41038632
985286364,4.56E-08,0.000141764,0.538580247,0.509090909
985768968,9.45E-06,0,0.725961538,0.64983165
986137579,1.89E-05,0,0.755319149,0.540502793
989957600,1.88E-05,0,0.429032258,0.713228492
990902802,2.41E-05,0,0.648351648,0.575262544
991128044,1.88E-05,0,0.435008666,0.570684524
997997443,1.11E-05,0,0.163822526,0.607238606
1004883073,1.60E-05,0,0.878998609,0.476710335
1009276267,5.90E-08,0.000170998,0.654188948,0.564778898
1010894497,8.81E-06,0,0.420118343,0.515759312
1012081039,4.29E-05,0,0.814244466,0.628131711
1016015984,5.32E-06,0,0.469512195,0.569553806
1021352646,3.77E-08,4.34E-05,0.618911175,0.652390438
1021608776,1.06E-05,0,0.95,0.730185497
1021644026,2.10E-06,0,0.353982301,0.429292929
1021811083,2.35E-06,0,0.355263158,0.294117647
1023331706,5.38E-08,0.000875874,0.763257576,0.561097257
1023411036,9.11E-06,0,0,0
1027713949,1.19E-05,0,0.84351145,0.649263722
1029836556,6.47E-06,0,0.526104418,0.513671875
1032386005,2.49E-06,0,0.171806167,0.307926829
1032838123,,,0.032258065,0.088235294
1036231855,0.000122033,0,0.486602358,0.842743974
1038481676,3.33E-08,8.58E-06,0,1
1040279917,,,0.899563319,0.676553672
1041326394,1.10E-05,0,0.653116531,0.55
1044916752,4.95E-08,0.000155917,0.259452412,0.253891051
1048132836,2.87E-08,0,0.285215367,0.458385876
1048631647,9.13E-06,0,0.2375,0.822616408
1051181264,3.79E-06,0,0.246861925,0.391857506
1051543620,7.42E-06,0,0.52,0.415405777
1051925516,1.04E-05,0,0.362799263,0.440206186
1053161654,7.35E-08,0.000996756,0.432926829,0.503030303
1053906362,4.95E-08,0.000672625,0.586908448,0.491910112
1057015448,3.91E-08,4.69E-05,0.880208333,0.617910448
1057635702,3.49E-05,0,0.527680798,0.416472643
1061289924,1.46E-05,0,0.450934579,0.582439024
1064224524,7.96E-06,0,0.198319328,0.353963084
1064807875,1.34E-05,0,0.905494505,0.547263682
1065027181,1.96E-05,0,0.563015312,0.485766202
1065256472,1.18E-05,0,0.271356784,0.709064327
1066996903,1.85E-05,0,0.313676286,0.324003393
1069253424,1.14E-05,0,0.300171527,0.4452902
1069354226,5.56E-08,0.000127843,0.767764298,0.673642534
1079378204,4.71E-08,0.000346637,0.533944954,0.686421174
1083991861,1.17E-05,0,0.964757709,0.678470255
1085834299,5.69E-06,0,0.125609756,0.220532319
1086489391,2.87E-08,0,0.56424581,0.482160077
1087524055,5.25E-06,0,0.610091743,0.494199536
1093261646,2.71E-05,0,0.89957265,0.703422053
1093264681,1.48E-05,0,0.56899811,0.536777583
1093553114,6.01E-06,0,0.264248705,0.296476306
1094680927,1.74E-06,0,0.047297297,0.321100917
1095345769,3.03E-05,0,0.646596859,0.520100503
1096555944,2.54E-05,0,0.664335664,0.879018613
1098069500,1.14E-05,0,0.474874372,0.538818076
1099915572,1.34E-05,0,0.854545455,0.586466165
1100359458,1.09E-05,0,0.310734463,0.713592233
1102593332,2.87E-08,0,0.490291262,0.430939227
1104076022,1.35E-05,0,0.761124122,0.562947799
1107518088,1.61E-05,0,0.857976654,0.561807332
1109943607,8.98E-05,0,0.480769231,0.845060738
1114707913,4.61E-08,1.86E-05,0.876971609,0.584534731
1115932554,2.58E-05,0,0.911153119,0.668338558
1117124389,3.98E-06,0,0.612149533,0.433862434
1123454828,1.33E-05,0,0.193902439,0.249771272
1124364168,8.06E-08,0.000774481,0.253164557,0.676418958
1132139449,5.41E-07,0,0.06,0.295774648
1132672532,7.51E-08,0.00018724,0.303773585,0.391154509
1135530474,1.04E-05,0,0.745762712,0.58913649
1136566969,3.49E-06,0,0.294117647,0.35768262
1138359668,1.07E-05,0,0.167189953,0.255406195
1141299306,2.54E-05,0,0.655612245,0.725874126
1143583040,3.33E-05,0,0.72909699,0.819987959
1144331803,4.99E-08,0.000235964,0.892183288,0.555954518
1148751751,2.36E-05,0,0.550724638,0.483275087
1161256308,,,0.446969697,0.512555391
1164265063,0.000120325,0,0.444444444,0.990945674
1165440415,8.03E-06,0,0.729281768,0.643700787
1167508879,4.12E-05,0,0.467836257,0.907915994
1167654380,5.53E-05,0,0.830747532,0.615196744
1167773802,4.95E-08,0.000308586,0.944785276,0.65792235
1169365328,1.25E-05,0,0.304415182,0.283971159
1170919316,1.32E-05,0,0.728222997,0.653799759
1171310826,2.07E-05,0,0.764350453,0.560424967
1174494985,1.30E-05,0,0.469601677,0.528656126
1175296033,,,0.879086004,0.598086735
1182170533,7.74E-06,0,0.249422633,0.421895861
1190881465,4.70E-05,0,0.570081967,0.440495299
1191506041,1.85E-05,0,0.95814978,0.625721352
1192626410,9.20E-08,0.000197913,0.953424658,0.696339434
1194760087,1.39E-07,0.001160098,0.840277778,0.638108293
1195136336,5.30E-06,0,0.449579832,0.476923077
1199767694,5.59E-08,9.54E-05,0.997578692,0.604026846
1200888036,4.19E-07,0,0.024096386,0.161616162
1202825384,3.66E-05,0,0.455974843,0.701968135
1214857692,1.38E-05,0,0.90560472,0.625827815
1220963168,7.75E-08,0,0.045454545,0.083333333
1223669587,1.07E-05,0,0.804945055,0.543859649
1226238145,3.18E-06,0,0.432432432,0.63546798
1232534634,8.08E-06,0,0.847161572,0.591800357
1237363393,6.39E-07,0,0.005063291,0.05952381
1241381473,8.15E-08,0.000228075,0.835051546,0.918624161
1244458130,8.08E-06,0,0.591836735,0.489583333
1245621752,8.83E-05,0,0.736842105,0.984468665
1257202958,1.06E-05,0,0.184088269,0.201668985
1258379012,3.03E-06,0,0.677966102,0.675824176
1260499758,2.05E-05,0,0.594147583,0.515114127
1261040287,5.72E-05,0,0.61496844,0.678830003
1262434507,2.87E-08,0,0.238410596,0.24120603
1263018109,1.15E-06,0,0.293103448,0.436893204
1265349745,4.15E-05,0,0.646511628,0.724476719
1267147380,1.83E-05,0,0.258207631,0.248666667
1268970468,1.01E-05,0,0.508833922,0.591040462
1268986922,2.05E-05,0,0.61971831,0.921892189
1269622489,7.80E-05,0,0.854477612,0.798798799
1269835369,8.91E-06,0,0.301994302,0.509090909
1270220785,7.81E-06,0,0.542936288,0.467551622
1272060360,3.06E-05,0,0.550793651,0.66507177
1273183536,4.96E-08,3.11E-05,0.562962963,0.486692015
1273185876,9.32E-05,0,0.667535476,0.52483831
1273186842,8.12E-05,0,0.565733897,0.467528816
1273187820,4.96E-08,3.11E-05,0.528455285,0.405797101
1273199540,2.22E-05,0,0.663398693,0.498086386
1273200344,4.95E-08,0.001010677,0.658402204,0.514345176
1273202606,4.96E-08,3.11E-05,0.567889908,0.470873786
1273203368,4.96E-08,3.11E-05,0.63975782,0.481151832
1273204765,4.96E-08,3.11E-05,0.619047619,0.512276045
1273204814,2.17E-05,0,0.668949772,0.504244482
1273204964,1.61E-05,0,0.664914586,0.462949894
1273205000,4.95E-08,0.001160098,0.3892,0.5
1273205342,3.00E-05,0,0.695767196,0.520304569
1273207399,4.96E-08,3.11E-05,0.592632719,0.546660118
1273207741,4.50E-05,0,0.88966589,0.588423409
1273210567,4.96E-08,3.11E-05,0.5250501,0.48556701
1275604747,6.85E-08,0.000452902,0.925925926,0.654952077
1279160827,1.54E-05,0,0.887096774,0.772616137
1279603333,1.51E-05,0,0.126213592,0.857142857
1280865181,4.95E-08,0.000528076,0.277166108,0.312150148
1282000328,9.11E-06,0,0.914728682,0.743027888
1282062985,6.72E-08,0.000112994,0.607058824,0.51814059
1297400558,1.47E-05,0,0.196290572,0.480738363
1297673149,7.79E-06,0,0.976635514,0.6
1301940242,0.000122033,0,0.8436,0.5
1306882627,0.000122033,0,0.186046512,0.983090838
1307962584,1.72E-05,0,0.202072539,0.548713952
1311456667,3.75E-08,5.68E-05,0.559912854,0.54008016
1315498382,7.42E-05,0,0.953691275,0.670790985
1315840890,7.98E-06,0,0.614285714,0.701492537
1319382349,8.38E-05,0,0.8,0.980011422
1319639179,2.87E-08,0,0.078703704,0.360946746
1320009336,0.000122033,0,0.559139785,0.947149081
1320794574,2.87E-08,0,0.303899083,0.348281016
1320810841,1.15E-05,0,0.751461988,0.578817734
1321364888,2.79E-06,0,0.270676692,0.457142857
1321733300,2.74E-05,0,0.898305085,0.594823032
1329806942,6.06E-06,0,0.555555556,0.480769231
1331004654,5.30E-06,0,0.200520833,0.362126246
1333119788,1.40E-06,0,0.096774194,0.265402844
1335843954,1.58E-05,0,0.760997067,0.487987988
1336097480,7.01E-06,0,0.331210191,0.648769575
1338216625,2.87E-08,0,0.136397331,0.530619346
1340696474,5.71E-08,0.00016775,0.788778878,0.781069364
1342734066,,,0.765363128,0.956341463
1343220962,2.05E-06,0,0.172839506,0.33877551
1343441293,2.71E-05,0,0.714814815,0.803063457
1344649519,,,0.549160671,0.472819216
1347167636,4.35E-06,0,0.686666667,0.542682927
1348304756,,,0.657971014,0.576687117
1350382945,6.55E-08,0.000154757,0.607142857,0.486910995
1352809994,,,0.692307692,0.574404762
1353072290,,,0.0625,0.5
1355537995,5.88E-06,0,0.356115108,0.466410749
1358444779,,,0.51875,0.556171983
1361191681,0.000110296,0,0.705702648,0.829157968
1365254774,3.46E-08,9.49E-05,0.464088398,0.505464481
1368782322,2.10E-06,0,0.127586207,0.226666667
1370908110,9.80E-07,0,0.090909091,0.307086614
1373257760,9.45E-06,0,0.314666667,0.510443864
1373517728,4.86E-08,0.000318099,0.591093117,0.543438078
1375854145,5.49E-08,0.000126683,0.794223827,0.54214876
1376257824,1.16E-05,0,0.677083333,0.451950523
1377138666,1.37E-06,0,0.003752345,0.095076401
1377385290,3.66E-06,0,0.468253968,0.541818182
1378532629,6.38E-08,0.000131555,0.538461538,0.459657702
1385409996,6.37E-06,0,0.932291667,0.577092511
1386890102,6.32E-06,0,0.095603629,0.152572442
1387377110,9.08E-06,0,0.415929204,0.519830028
1388623428,4.92E-07,0,0.523809524,0.461538462
1390147280,3.63E-05,0,0.554866708,0.479509519
1392517694,6.62E-06,0,0.513761468,0.452261307
1392978859,2.82E-05,0,0.281012658,0.593621399
1394115517,4.96E-06,0,0.313539192,0.347286822
1395374546,5.67E-06,0,0.430267062,0.411867365
1398673159,1.27E-05,0,0.372,0.675745785
1403557327,6.79E-06,0,0,0
1403795054,1.72E-05,0,0.704950495,0.581953642
1403928564,5.15E-08,7.82E-05,0.190727081,0.840477391
1404817634,1.08E-06,0,0.134615385,0.452631579
1408624424,2.18E-05,0,0.250374813,0.307612457
1408912964,7.21E-08,0.000119258,0.317843866,0.377314815
1408968848,3.20E-06,0,0.5,0.942028986
1413053256,1.41E-05,0,0.198305085,0.494430163
1413677126,7.18E-08,0.000312762,0,0.99940036
1414080518,6.25E-06,0,0.90647482,0.645408163
1418869278,5.40E-08,0.000307194,0.862155388,0.551181102
1418870142,2.87E-08,0,0.744429286,0.502263468
1419394196,,,0,0
1419791899,3.08E-05,0,0.22832981,0.727534562
1424238228,5.95E-05,0,0.920792079,0.828172848
1424254694,1.25E-06,0,0.103703704,0.27027027
1425572605,1.51E-05,0,0.497363796,0.518612521
1425600583,3.31E-05,0,0.516301703,0.396652965
1426860613,5.28E-08,9.03E-05,0.50136612,0.527131783
1433206302,1.82E-05,0,0.890728477,0.551928783
1435964180,1.22E-05,0,0.411411411,0.600240096
1438656991,1.21E-05,0,0.329588015,0.65052356
1442637312,2.93E-06,0,0.779310345,0.452830189
1445605818,0.000122033,0,0.762376238,0.980199961
1446131569,1.52E-05,0,0.828037383,0.538395168
1446613350,7.52E-06,0,0.281086729,0.242879747
1448024869,3.94E-05,0,0.968518519,0.75
1450717308,2.48E-07,0,0.081395349,0.094736842
1456643797,5.41E-07,0,0.257142857,0.230769231
1461336158,8.37E-05,0,1,0.974679943
1463789472,6.34E-08,0.000560095,0.991172762,0.731641286
1465100186,2.44E-06,0,0.246031746,0.44
1465761582,2.55E-05,0,0.954225352,0.64742396
1468885260,1.44E-05,0,0.158730159,0.651162791
1475800022,9.08E-06,0,0.935323383,0.646748682
1476770959,1.79E-06,0,0.409090909,0.395604396
1478531461,,,0.88963964,0.836041359
1478592602,3.14E-05,0,0.842583249,0.564969271
1484608740,4.01E-08,0.000328076,0.322338831,0.71471343
1486885212,6.27E-05,0,0.652360515,0.846407383
1487214566,3.08E-05,0,0.828125,0.83124588
1495594020,6.79E-06,0,0.637860082,0.536259542
1497216728,8.76E-06,0,0.931506849,0.621107266
1497748189,2.35E-05,0,0.189522342,0.596393035
1499931151,1.19E-05,0,0.8,0.600246002
1505023116,2.93E-06,0,0.446808511,0.385620915
1509307722,5.26E-08,0.000165894,0.967767296,0.538461538
1514794812,9.96E-06,0,0.099956915,0.14981685
1526070690,,,0.795226131,0.553561413
1527066073,1.37E-05,0,0.397860963,0.37416332
1528172522,6.15E-08,0.000621116,0.538732394,0.486901536
1533004801,4.81E-08,0.000116242,0.37962963,0.36749634
1534422504,2.98E-05,0,0.943734015,0.757293606
1534616766,2.27E-06,0,0.224358974,0.370967742
1535051239,4.33E-08,0.000208122,0.481549815,0.850976079
1536523513,3.52E-05,0,0.213921902,0.710565111
1536909666,3.46E-07,0,0.098039216,0.203125
1543392469,8.08E-06,0,0.45026178,0.633397313
1544322560,8.54E-06,0,0.778877888,0.533127889
1546896846,3.58E-08,7.75E-05,0.023339318,0.899766061
1547325224,8.59E-06,0,0.357438017,0.421052632
1549052863,2.47E-05,0,0.428115016,0.764838467
1552210417,,,0.96875,0.876828329
1552229736,1.82E-05,0,0.95862069,0.719535783
1554594109,6.39E-08,0.000195592,0.964285714,0.625668449
1557371234,,,0.902912621,0.979815795
1559587477,3.50E-05,0,0.257180157,0.483130904
1559643193,2.87E-08,0,0.492957746,0.428954424
1560481692,3.23E-06,0,0.290076336,0.5
1561409924,1.11E-05,0,0.592592593,0.565055762
1563989414,7.54E-08,0.001160098,0.971175166,0.878075155
1566113330,5.71E-08,0.00016775,0.618618619,0.623303167
1567476296,1.10E-05,0,0.17539267,0.539759036
1567482860,1.42E-06,0,0.207792208,0.200692042
1576039274,6.93E-06,0,0.634730539,0.629711752
1578638418,1.13E-05,0,0.804177546,0.548881037
1579380864,4.38E-05,0,0.955801105,0.908168442
1580923315,3.91E-06,0,0.522988506,0.477477477
1583243996,2.96E-06,0,0.21875,0.789473684
1585408250,9.56E-07,0,0.071428571,0.730769231
1587069900,1.00E-06,0,0.517241379,0.579710145
1587171373,4.95E-08,0.000140372,0.974576271,0.867266592
1588473198,2.87E-08,0,0.582916369,0.486228425
1598985114,7.82E-05,0,0.672364672,0.901459854
1603988323,4.95E-08,0.000197913,0.515179393,0.548775425
1604160445,2.75E-05,0,0.842433697,0.638057595
1605128107,4.59E-06,0,0.401913876,0.472222222
1607335778,1.05E-05,0,0.403785489,0.575635877
1607411708,1.60E-05,0,0.513888889,0.452660677
1613091608,3.73E-08,0.000274015,0.272493573,0.255264837
1616084173,,,0.381156317,0.332857143
1617515642,1.15E-05,0,0.852941176,0.630936228
1622903894,3.83E-05,0,0.935435435,0.702279839
1624512505,2.67E-05,0,0.888888889,0.64852071
1624666039,2.06E-05,0,0.71686747,0.627524308
1630615782,,,0.229166667,0.396226415
1637563074,4.98E-08,1.51E-05,0.436450839,0.735238095
1641056737,5.86E-06,0,0.796747967,0.663013699
1645989175,0.000122033,0,0.456521739,0.9731413
1646872513,3.33E-05,0,0.587234043,0.853033146
1648972316,1.34E-05,0,0.332928311,0.399708242
1654056680,8.30E-06,0,0.422839506,0.510574018
1655718626,1.09E-05,0,0.470588235,0.929166667
1656192235,3.16E-05,0,0,0
1657000316,6.62E-06,0,0.976470588,0.613636364
1658187564,2.22E-06,0,0.333333333,0.625
1659545353,2.20E-05,0,0.484423676,0.584196891
1662017995,8.23E-06,0,0.676691729,0.558139535
1662025328,4.69E-06,0,0.557692308,0.647457627
1662566360,4.40E-06,0,0.047511312,0.285945073
1664238487,1.01E-05,0,0.652459016,0.576976422
1664307984,3.60E-08,0.000124594,0.65258216,0.583984375
1668189836,8.33E-06,0,0.625407166,0.524767802
1669189561,5.48E-05,0,0.875730994,0.766153846
1670962238,8.23E-06,0,0.959183673,0.634328358
1672188043,3.22E-05,0,0.597266036,0.580687831
1675170325,1.83E-06,0,0.162790698,0.256055363
1676579581,1.49E-05,0,0.96969697,0.859971711
1676639478,6.20E-06,0,0.651960784,0.558441558
1678138165,8.87E-05,0,0.661870504,0.963071201
1682290266,1.62E-05,0,0.907749077,0.710779082
1683489438,2.59E-05,0,0.949748744,0.570658037
1689431460,4.95E-08,0.001160098,0.297604035,0.311033884
1690030831,7.42E-06,0,0.918803419,0.562616822
1693274954,0.000105929,0,0.877153218,0.495252259
1705146012,4.85E-05,0,0.873827792,0.629032258
1705187497,4.95E-08,0.000108121,0.700447094,0.547538773
1712224658,5.45E-05,0,0.509433962,0.857690832
1715023975,7.23E-06,0,0.13253012,0.415492958
1716457568,5.38E-08,0.000515083,0.865979381,0.980969198
1719992982,2.45E-05,0,0.282407407,0.822805578
1723943414,8.28E-06,0,0.058302967,0.149623727
1724424804,1.65E-05,0,0.539229672,0.491660624
1727495887,4.62E-06,0,0.423728814,0.614379085
1730251326,1.55E-05,0,0.861423221,0.703662597
1733095801,4.08E-08,9.21E-05,0.313218391,0.739520958
1735191102,4.96E-05,0,0.812883436,0.757078987
1736045779,2.87E-05,0,0.286398467,0.358919251
1770131138,3.03E-05,0,0.4765625,0.707261292
1816114694,1.22E-05,0,0.252321981,0.43580786
1852825657,8.54E-06,0,0.812297735,0.530395137
1853487314,,,0.037735849,0.187739464
1855455756,1.01E-05,0,0.311804009,0.316590563
1856665320,2.97E-07,0,0.058823529,0.244444444
1858934186,0.000122033,0,0.816931672,0.682407534
1860371966,7.30E-06,0,0.535911602,0.620545073
1862083502,2.08E-06,0,0.197183099,0.285234899
1871454752,3.12E-05,0,0.881818182,0.658738366
1871678053,7.84E-06,0,0.670157068,0.626223092
1874015534,5.15E-06,0,0.507389163,0.509661836
1882244610,4.95E-08,0.000545014,0.65535248,0.730091614
1886647662,2.87E-08,0,0.43875,0.384141647
1888349131,6.35E-05,0,0.530927835,0.817096166
1888522045,4.64E-05,0,0.058355438,0.83479404
1890978697,1.26E-07,0,0.5,0.5
1894144616,5.45E-06,0,0.780487805,0.844106464
1894751762,,,0.47826087,0.774509804
1895160985,5.52E-06,0,0.525139665,0.556930693
1897403821,4.10E-06,0,0.152597403,0.153070577
1897930380,1.13E-06,0,0.021333333,0.107142857
1901595415,9.28E-06,0,0.39047619,0.783057851
1902706704,1.49E-05,0,0.561170213,0.448680352
1908684955,2.08E-06,0,0.277456647,0.326848249
1911524743,6.62E-06,0,0.5,0.508379888
1912438170,1.63E-05,0,0.310291859,0.507191522
1916380340,1.69E-06,0,0.829787234,0.591304348
1919094559,5.82E-08,5.48E-05,0.935779817,0.676077266
1925081953,1.95E-05,0,0.734177215,0.592182891
1926394171,1.18E-05,0,0.624615385,0.683544304
1930770414,8.83E-07,0,0.227272727,0.209580838
1933402110,4.62E-06,0,0.825,0.540229885
1935516248,3.79E-06,0,0.606060606,0.698630137
1941490830,5.96E-08,0.00014014,0.526748971,0.502558854
1944374017,9.09E-05,0,0.985314364,0.630740552
1944581808,0.000122033,0,0.483018868,0.904159132
1947320929,2.11E-05,0,0.15162037,0.499420626
1950803306,4.86E-08,0.000318099,0.504477612,0.460547504
1954448478,2.88E-06,0,0.36,0.607329843
1956659528,6.01E-06,0,0.565543071,0.476470588
1961432316,1.58E-05,0,0.976958525,0.599630996
1963049964,1.74E-06,0,0.186666667,0.482758621
1963501656,6.52E-06,0,0.642512077,0.562367865
1964599820,6.40E-05,0,0.801282051,0.9438647
1965238770,1.26E-05,0,0.837264151,0.547491996
1965789655,8.13E-06,0,0.822727273,0.599271403
1966433113,1.48E-05,0,0.629107981,0.585199611
1967918335,4.25E-06,0,0.302325581,0.8
1969038289,7.50E-06,0,0.741573034,0.773536896
1969254588,4.59E-05,0,0.64516129,0.745703125
1972385126,4.67E-08,0.000285152,0.787234043,0.536585366
1972903574,5.56E-08,0.000105337,0.626609442,0.526422764
1977477584,2.32E-06,0,0.181034483,0.214446953
2150270264,8.64E-06,0,0.422121896,0.442065491
2150448842,7.93E-06,0,0.028516378,0.11130137
2150667102,9.28E-06,0,0.560885609,0.582434515
2151409268,9.15E-06,0,0.711370262,0.520949721
2152052819,8.89E-06,0,0.805389222,0.522857143
2156476916,8.81E-06,0,0.229122056,0.435990338
2157249587,4.95E-08,0.000286544,0.751258812,0.582773109
2157382005,4.56E-05,0,0.928409947,0.584923366
2157440777,4.32E-06,0,0.855670103,0.642066421
2158122428,3.23E-08,4.80E-05,0.993095512,0.630212766
2159485357,7.81E-08,0.000380048,0.79408284,0.517694064
2159707566,1.35E-05,0,0.880546075,0.652431791
2160196098,5.15E-06,0,0.470383275,0.422535211
2162414595,5.68E-08,0.000228771,0.640831758,0.577138289
2166124159,5.03E-06,0,0.401315789,0.401574803
2166704005,5.23E-08,4.01E-05,0.641443167,0.547071584
2167115233,9.20E-08,0.000197913,0.477295661,0.443883277
2168701743,1.58E-05,0,0.856899489,0.523151909
2169418620,1.29E-05,0,0.934210526,0.537055838
2175037701,8.18E-06,0,0.552529183,0.562180579
2177075531,2.87E-08,0,0.171232877,0.29468599
2178643974,4.79E-06,0,0.112359551,0.423326134
2180236966,4.46E-05,0,0.485586683,0.425338311
2181612314,9.96E-06,0,0.753846154,0.513108614
2182527116,1.46E-05,0,0.265765766,0.473101266
2182611791,1.65E-05,0,0.614634146,0.622467772
2183434100,1.06E-05,0,0.988479263,0.503432494
2184985344,6.98E-06,0,0.242394504,0.218558282
2185613491,1.99E-05,0,0.271155596,0.425509671
2187391320,1.10E-06,0,0.097345133,0.280254777
2187570536,2.79E-06,0,0.348314607,0.559405941
2190783811,2.52E-06,0,0.105485232,0.175652174
2191484615,9.56E-07,0,0.142857143,0.294573643
2192700734,2.53E-05,0,0.979927007,0.653821857
2192767087,8.37E-05,0,0.960932145,0.540110323
2193114259,5.76E-05,0,0.349834983,0.796028273
2193434506,1.49E-05,0,0.140625,0.422623178
2198399148,7.58E-05,0,0.588381743,0.562851442
2200425967,3.42E-08,4.90E-05,0,1
2202044150,8.35E-06,0,0.409470752,0.489331437
2204112777,0.000122033,0,0.321525886,0.931619154
2207144936,1.29E-05,0,0.206920904,0.271979434
2209565230,4.96E-08,3.87E-05,0.790513834,0.652472527
2210092394,4.38E-05,0,0.487804878,0.879470848
2210140580,7.45E-06,0,0.444444444,0.518134715
2211561347,1.70E-05,0,0.522193211,0.474982865
2211927324,2.18E-06,0,0.141176471,0.341085271
2214188491,1.13E-05,0,0.727272727,0.840290381
2214453095,2.88E-05,0,0.254577465,0.293708033
2218308561,1.65E-05,0,0.306,0.310978411
2218471903,9.76E-06,0,0.8,0.597264438
2220325358,4.48E-05,0,0.701195219,0.879558541
2223611410,5.56E-08,0.000105337,0.863534676,0.544806517
2223969871,6.26E-05,0,0.985507246,0.925351605
2224804969,7.20E-06,0,0.914141414,0.597560976
2225775155,6.01E-06,0,0.580357143,0.52238806
2230646856,1.83E-05,0,0.674081238,0.419753086
2230659451,1.26E-07,0,0.055555556,0.181818182
2234848961,6.96E-06,0,0.722222222,0.531598513
2234967314,2.73E-05,0,0.858283433,0.526465028
2235020041,2.13E-06,0,0.731481481,0.448979592
2236528682,2.13E-06,0,0.210526316,0.220512821
2236789484,1.27E-06,0,0.111111111,0.209205021
2236885646,1.45E-05,0,0.975490196,0.743396226
2237387860,1.22E-05,0,0.649874055,0.556919643
2237494153,2.51E-05,0,0.36053719,0.514543631
2237769752,2.22E-06,0,0.074534161,0.218446602
2238512887,,,0.426229508,0.597359736
2240095033,3.83E-08,9.58E-05,0.431226766,0.415217391
2242468778,5.41E-07,0,0.003053435,0.028189911
2242993111,,,0.909547739,0.677471637
2243540185,3.03E-06,0,0.125,0.378881988
2243809497,7.76E-06,0,0,0
2244691130,3.24E-05,0,0.616526472,0.401007706
2245115129,4.81E-08,0.000116242,0.320879121,0.446472019
2246800628,4.21E-05,0,0.641386782,0.652091971
2248762537,1.56E-05,0,0.757731959,0.767386091
2249386086,2.88E-06,0,0.003292181,0.088522131
2250794221,8.58E-07,0,0.206349206,0.2125
2251504327,9.84E-06,0,0.834482759,0.583333333
2256345201,1.15E-05,0,0.745362563,0.441093308
2259016411,4.95E-08,6.52E-05,0.629268293,0.637168142
2260257427,3.54E-05,0,0.459954233,0.525172039
2260634148,9.79E-06,0,0.55,0.514687101
2263565293,2.87E-08,0,0.31884058,0.251356239
2263714776,6.15E-05,0,0.755813953,0.96691035
2265815350,,,0.32748538,0.526315789
2266004940,,,0.135251799,0.259850905
2266954628,9.47E-06,0,0.951871658,0.674782609
2267842723,1.50E-05,0,0.617511521,0.58548233
2268198534,5.60E-08,9.61E-05,0.7988,0.5
2269483532,1.22E-05,0,0.160714286,0.899099099
2272589820,1.05E-05,0,0.53,0.809885932
2273502326,0.00010527,0,0.47032967,0.904451911
2273691318,2.88E-06,0,0.162037037,0.366568915
2275376744,8.72E-08,7.10E-05,0.423197492,0.507716049
2275755968,9.57E-06,0,0.695035461,0.48034398
2276634303,2.23E-05,0,0.649689441,0.531976744
2281419193,4.95E-08,0.000427148,0.696008748,0.54309268
2283613500,6.08E-06,0,0.265306122,0.627848101
2285711065,2.87E-08,0,0.672131148,0.462818004
2285966798,4.30E-05,0,0.774160732,0.471647407
2286244303,8.27E-08,0.000784226,0.918622848,0.577939234
2287761206,4.95E-08,0.000146404,0.889361702,0.566420664
2288867162,1.54E-05,0,0.914634146,0.563442768
2291374914,1.13E-05,0,0.865625,0.589216945
2292961440,1.08E-05,0,0.032377428,0.290682415
2293511256,4.68E-07,0,0.115044248,0.13740458
2294241263,,,0.833333333,0.962805114
2294724187,1.85E-05,0,0.309898763,0.297233202
2300612154,4.62E-08,0.00012297,0.374045802,0.399082569
2304324655,7.08E-05,0,0.656565657,0.967021985
2307118248,2.22E-06,0,0.358490566,0.631944444
2310860028,9.67E-06,0,0.341614907,0.381364073
2311184364,2.30E-06,0,0.670454545,0.531914894
2312903347,1.10E-06,0,0.632653061,0.47311828
2314131617,5.78E-08,0.001160098,0.516816143,0.441452724
2316260946,6.51E-08,0.000261486,0.758389262,0.575498575
2316340358,3.54E-06,0,0.575,0.473684211
2317290118,7.35E-06,0,0.391044776,0.470774092
2317599350,4.32E-05,0,0.100969305,0.588704319
2320291898,4.95E-08,0.001160098,0.533602151,0.50499002
2320414572,2.66E-06,0,0.680851064,0.541463415
2320619815,,,0.67816092,0.628205128
2321395147,7.32E-06,0,0.955645161,0.546617916
2323069159,,,0.47761194,0.5
2323690855,2.87E-08,0,0.070004431,0.228639781
2324541288,5.76E-06,0,0.578163772,0.368338558
2324994222,6.84E-06,0,0.570850202,0.536585366
2325931652,5.01E-06,0,0.225296443,0.446389497
2326631202,4.54E-08,9.37E-05,0.393782383,0.928332714
2331545711,6.89E-06,0,0.633846154,0.46369637
2331598592,1.15E-06,0,0.242718447,0.308724832
